sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,19.0000000000,23.6699539899,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
1,19.0000000000,92.3620642595,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
2,19.0000000000,50.1745573414,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
3,19.0000000000,83.4389687173,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
4,19.0000000000,163.2064733040,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
5,19.0000000000,28.3094143735,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
6,19.0000000000,44.8720919833,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
7,19.0000000000,87.7174247355,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
8,19.0000000000,126.8413945401,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
9,19.0000000000,142.7077693994,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
10,19.0000000000,80.7836233110,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
11,19.0000000000,102.7335109163,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
12,19.0000000000,126.4876235625,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
13,19.0000000000,95.9530507453,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
14,19.0000000000,98.4323253104,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
15,19.0000000000,37.1607737922,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
16,19.0000000000,185.8217256493,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
17,19.0000000000,112.9439482092,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
18,19.0000000000,127.2161327342,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
19,19.0000000000,47.1202461730,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
20,19.0000000000,146.8027699594,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
21,19.0000000000,104.3317762254,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
22,19.0000000000,38.4364516245,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
23,19.0000000000,50.4718437224,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
24,19.0000000000,70.3138425223,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
25,19.0000000000,119.5064066090,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
26,19.0000000000,139.1581350963,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
27,19.0000000000,74.6987423693,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
28,19.0000000000,65.1022846756,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
29,19.0000000000,73.1708377067,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
30,19.0000000000,52.5531733873,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
31,19.0000000000,67.0976699501,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
32,19.0000000000,62.8853822051,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
33,19.0000000000,43.5038450952,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
34,19.0000000000,125.1946864546,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
35,19.0000000000,57.8957207536,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
36,19.0000000000,117.9608512094,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
37,19.0000000000,70.2873060690,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
38,19.0000000000,113.9114263522,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
39,19.0000000000,102.2043593068,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
40,19.0000000000,78.0400303184,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
41,19.0000000000,107.0949435074,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
42,19.0000000000,17.5003957527,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
43,19.0000000000,42.2323130761,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
44,19.0000000000,73.6480354427,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
45,19.0000000000,95.5811486735,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
46,19.0000000000,161.3479154952,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
47,19.0000000000,88.7040541541,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
48,19.0000000000,155.5948714332,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
49,19.0000000000,69.1773655887,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
50,19.0000000000,117.0289951877,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
51,19.0000000000,106.8742459231,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
52,19.0000000000,100.9371266037,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
