sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,20.0000000000,0.0158218656,nan,0.1478494434,8.3018030605,nan,nan,nan,nan,nan,nan,nan
1,20.0000000000,0.0126130299,nan,0.1479270269,8.2995247135,nan,nan,nan,nan,nan,nan,nan
2,20.0000000000,0.0259805187,nan,0.1473960344,8.3151420069,nan,nan,nan,nan,nan,nan,nan
3,20.0000000000,0.0315508553,nan,0.1469888530,8.3271559892,nan,nan,nan,nan,nan,nan,nan
4,20.0000000000,0.0040761059,nan,0.1480195304,8.2968097805,nan,nan,nan,nan,nan,nan,nan
5,20.0000000000,0.0113639442,nan,0.1479500777,8.2988480231,nan,nan,nan,nan,nan,nan,nan
6,20.0000000000,0.0275412575,nan,0.1472942603,8.3181417623,nan,nan,nan,nan,nan,nan,nan
7,20.0000000000,0.0093715005,nan,0.1479793520,8.2979887879,nan,nan,nan,nan,nan,nan,nan
8,20.0000000000,0.0367750749,nan,0.1464897911,8.3419264038,nan,nan,nan,nan,nan,nan,nan
9,20.0000000000,0.0150758950,nan,0.1478699627,8.3012003660,nan,nan,nan,nan,nan,nan,nan
10,20.0000000000,0.0297022264,nan,0.1471377062,8.3227601855,nan,nan,nan,nan,nan,nan,nan
11,20.0000000000,0.0468636728,nan,0.1451704363,8.3812181807,nan,nan,nan,nan,nan,nan,nan
12,20.0000000000,0.0013942228,nan,0.1480245188,8.2966634213,nan,nan,nan,nan,nan,nan,nan
13,20.0000000000,0.0245774182,nan,0.1474797176,8.3126770265,nan,nan,nan,nan,nan,nan,nan
14,20.0000000000,0.0110669592,nan,0.1479550100,8.2987032446,nan,nan,nan,nan,nan,nan,nan
15,20.0000000000,0.0214742819,nan,0.1476396755,8.3079691802,nan,nan,nan,nan,nan,nan,nan
16,20.0000000000,0.0087672384,nan,0.1479865331,8.2977780406,nan,nan,nan,nan,nan,nan,nan
17,20.0000000000,0.0217899572,nan,0.1476249323,8.3084028845,nan,nan,nan,nan,nan,nan,nan
18,20.0000000000,0.0226258093,nan,0.1475842494,8.3095998925,nan,nan,nan,nan,nan,nan,nan
19,20.0000000000,0.0046489804,nan,0.1480173826,8.2968727985,nan,nan,nan,nan,nan,nan,nan
20,20.0000000000,0.0388211156,nan,0.1462612832,8.3487062069,nan,nan,nan,nan,nan,nan,nan
21,20.0000000000,0.0339205035,nan,0.1467771591,8.3334152235,nan,nan,nan,nan,nan,nan,nan
22,20.0000000000,0.0321749971,nan,0.1469354027,8.3287355239,nan,nan,nan,nan,nan,nan,nan
23,20.0000000000,0.0138523230,nan,0.1479003089,8.3003091894,nan,nan,nan,nan,nan,nan,nan
24,20.0000000000,0.0069340623,nan,0.1480039180,8.2972678757,nan,nan,nan,nan,nan,nan,nan
25,20.0000000000,0.0209520708,nan,0.1476633272,8.3072735015,nan,nan,nan,nan,nan,nan,nan
26,20.0000000000,0.0174857085,nan,0.1477979181,8.3033168341,nan,nan,nan,nan,nan,nan,nan
27,20.0000000000,0.0169652496,nan,0.1478149090,8.3028175969,nan,nan,nan,nan,nan,nan,nan
28,20.0000000000,0.0244291920,nan,0.1474881356,8.3124291413,nan,nan,nan,nan,nan,nan,nan
29,20.0000000000,0.0386232797,nan,0.1462842175,8.3480252703,nan,nan,nan,nan,nan,nan,nan
30,20.0000000000,0.0182494501,nan,0.1477715063,8.3040929975,nan,nan,nan,nan,nan,nan,nan
31,20.0000000000,0.0177514270,nan,0.1477889302,8.3035809460,nan,nan,nan,nan,nan,nan,nan
32,20.0000000000,0.0170006026,nan,0.1478137804,8.3028507571,nan,nan,nan,nan,nan,nan,nan
33,20.0000000000,0.0194535571,nan,0.1477261988,8.3054247703,nan,nan,nan,nan,nan,nan,nan
34,20.0000000000,0.0051897788,nan,0.1480149325,8.2969446850,nan,nan,nan,nan,nan,nan,nan
35,20.0000000000,0.0278378751,nan,0.1472738599,8.3187433069,nan,nan,nan,nan,nan,nan,nan
36,20.0000000000,0.0298185254,nan,0.1471287530,8.3230244579,nan,nan,nan,nan,nan,nan,nan
37,20.0000000000,0.0319492862,nan,0.1469549206,8.3281586742,nan,nan,nan,nan,nan,nan,nan
38,20.0000000000,0.0087890300,nan,0.1479862871,8.2977852582,nan,nan,nan,nan,nan,nan,nan
39,20.0000000000,0.0358263929,nan,0.1465893012,8.3389772545,nan,nan,nan,nan,nan,nan,nan
40,20.0000000000,0.0103406485,nan,0.1479662180,8.2983742643,nan,nan,nan,nan,nan,nan,nan
41,20.0000000000,0.0400419427,nan,0.1461157255,8.3530304126,nan,nan,nan,nan,nan,nan,nan
42,20.0000000000,0.0274386713,nan,0.1473012364,8.3179360775,nan,nan,nan,nan,nan,nan,nan
43,20.0000000000,0.0217581510,nan,0.1476264331,8.3083587335,nan,nan,nan,nan,nan,nan,nan
44,20.0000000000,0.0037512747,nan,0.1480205561,8.2967796841,nan,nan,nan,nan,nan,nan,nan
45,20.0000000000,0.0115520233,nan,0.1479468471,8.2989428561,nan,nan,nan,nan,nan,nan,nan
46,20.0000000000,0.0195223544,nan,0.1477234718,8.3055049410,nan,nan,nan,nan,nan,nan,nan
47,20.0000000000,0.0235685891,nan,0.1475354445,8.3110363055,nan,nan,nan,nan,nan,nan,nan
48,20.0000000000,0.0157702081,nan,0.1478509148,8.3017598396,nan,nan,nan,nan,nan,nan,nan
49,20.0000000000,0.0363766785,nan,0.1465320716,8.3406731044,nan,nan,nan,nan,nan,nan,nan
50,20.0000000000,0.0203776461,nan,0.1476882952,8.3065392266,nan,nan,nan,nan,nan,nan,nan
51,20.0000000000,0.0205794422,nan,0.1476796481,8.3067935128,nan,nan,nan,nan,nan,nan,nan
52,20.0000000000,0.0121443672,nan,0.1479361202,8.2992577543,nan,nan,nan,nan,nan,nan,nan
53,20.0000000000,0.0118694839,nan,0.1479412032,8.2991085337,nan,nan,nan,nan,nan,nan,nan
54,20.0000000000,0.0146005079,nan,0.1478822339,8.3008399760,nan,nan,nan,nan,nan,nan,nan
55,20.0000000000,0.0129852696,nan,0.1479194143,8.2997482141,nan,nan,nan,nan,nan,nan,nan
56,20.0000000000,0.0545294589,nan,0.1438264648,8.4216119419,nan,nan,nan,nan,nan,nan,nan
57,20.0000000000,0.0074941736,nan,0.1479992778,8.2974040383,nan,nan,nan,nan,nan,nan,nan
58,20.0000000000,0.0138658448,nan,0.1478999955,8.3003183935,nan,nan,nan,nan,nan,nan,nan
59,20.0000000000,0.0187244992,nan,0.1477541742,8.3046024116,nan,nan,nan,nan,nan,nan,nan
60,20.0000000000,0.0199671059,nan,0.1477054758,8.3060340397,nan,nan,nan,nan,nan,nan,nan
61,20.0000000000,0.0265105006,nan,0.1473625149,8.3161297539,nan,nan,nan,nan,nan,nan,nan
62,20.0000000000,0.0158832259,nan,0.1478476858,8.3018546896,nan,nan,nan,nan,nan,nan,nan
63,20.0000000000,0.0189178907,nan,0.1477469168,8.3048157332,nan,nan,nan,nan,nan,nan,nan
64,20.0000000000,0.0237142147,nan,0.1475276258,8.3112664673,nan,nan,nan,nan,nan,nan,nan
65,20.0000000000,0.0418352157,nan,0.1458891651,8.3597696101,nan,nan,nan,nan,nan,nan,nan
66,20.0000000000,0.0187278214,nan,0.1477540505,8.3046060470,nan,nan,nan,nan,nan,nan,nan
67,20.0000000000,0.0451725754,nan,0.1454261303,8.3735755201,nan,nan,nan,nan,nan,nan,nan
68,20.0000000000,0.0074480594,nan,0.1479996814,8.2973921943,nan,nan,nan,nan,nan,nan,nan
69,20.0000000000,0.0402723086,nan,0.1460874756,8.3538701552,nan,nan,nan,nan,nan,nan,nan
70,20.0000000000,0.0262160290,nan,0.1473812700,8.3155770532,nan,nan,nan,nan,nan,nan,nan
71,20.0000000000,0.0149953139,nan,0.1478720864,8.3011379932,nan,nan,nan,nan,nan,nan,nan
72,20.0000000000,0.0230082488,nan,0.1475648282,8.3101714353,nan,nan,nan,nan,nan,nan,nan
73,20.0000000000,0.0103639178,nan,0.1479658774,8.2983842615,nan,nan,nan,nan,nan,nan,nan
74,20.0000000000,0.0047237421,nan,0.1480170689,8.2968819999,nan,nan,nan,nan,nan,nan,nan
75,20.0000000000,0.0110550188,nan,0.1479552040,8.2986975498,nan,nan,nan,nan,nan,nan,nan
76,20.0000000000,0.0152458301,nan,0.1478654252,8.3013336354,nan,nan,nan,nan,nan,nan,nan
77,20.0000000000,0.0164638749,nan,0.1478305194,8.3023589730,nan,nan,nan,nan,nan,nan,nan
78,20.0000000000,0.0264364955,nan,0.1473672592,8.3159899354,nan,nan,nan,nan,nan,nan,nan
79,20.0000000000,0.0169590539,nan,0.1478151064,8.3028117967,nan,nan,nan,nan,nan,nan,nan
80,20.0000000000,0.0361300619,nan,0.1465578871,8.3399080479,nan,nan,nan,nan,nan,nan,nan
81,20.0000000000,0.0307669627,nan,0.1470536861,8.3252408476,nan,nan,nan,nan,nan,nan,nan
82,20.0000000000,0.0283205438,nan,0.1472399296,8.3197439878,nan,nan,nan,nan,nan,nan,nan
83,20.0000000000,0.0153651012,nan,0.1478621925,8.3014285831,nan,nan,nan,nan,nan,nan,nan
84,20.0000000000,0.0304204831,nan,0.1470815349,8.3244184651,nan,nan,nan,nan,nan,nan,nan
85,20.0000000000,0.0243318169,nan,0.1474936224,8.3122675821,nan,nan,nan,nan,nan,nan,nan
86,20.0000000000,0.0047312525,nan,0.1480170370,8.2968829371,nan,nan,nan,nan,nan,nan,nan
87,20.0000000000,0.0364262098,nan,0.1465268539,8.3408277516,nan,nan,nan,nan,nan,nan,nan
88,20.0000000000,0.0271174090,nan,0.1473228202,8.3172997603,nan,nan,nan,nan,nan,nan,nan
89,20.0000000000,0.0366951359,nan,0.1464983321,8.3416731989,nan,nan,nan,nan,nan,nan,nan
90,20.0000000000,0.0210391915,nan,0.1476594448,8.3073876875,nan,nan,nan,nan,nan,nan,nan
91,20.0000000000,0.0216018047,nan,0.1476337604,8.3081431815,nan,nan,nan,nan,nan,nan,nan
92,20.0000000000,0.0042399836,nan,0.1480189611,8.2968264829,nan,nan,nan,nan,nan,nan,nan
93,20.0000000000,0.0281780930,nan,0.1472500385,8.3194458312,nan,nan,nan,nan,nan,nan,nan
94,20.0000000000,0.0174832902,nan,0.1477979989,8.3033144593,nan,nan,nan,nan,nan,nan,nan
95,20.0000000000,0.0175675365,nan,0.1477951730,8.3033974982,nan,nan,nan,nan,nan,nan,nan
96,20.0000000000,0.0198861630,nan,0.1477087985,8.3059363447,nan,nan,nan,nan,nan,nan,nan
97,20.0000000000,0.0055585326,nan,0.1480130125,8.2970010225,nan,nan,nan,nan,nan,nan,nan
98,20.0000000000,0.0176334548,nan,0.1477929469,8.3034629114,nan,nan,nan,nan,nan,nan,nan
99,20.0000000000,0.0233154061,nan,0.1475488586,8.3106414585,nan,nan,nan,nan,nan,nan,nan
100,20.0000000000,0.0139842801,nan,0.1478972294,8.3003996168,nan,nan,nan,nan,nan,nan,nan
