sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,19.0000000000,0.0189164761,nan,0.0305896805,15.1442505919,nan,nan,nan,nan,nan,nan,nan
1,19.0000000000,0.0543617258,nan,0.0303712488,15.1753735069,nan,nan,nan,nan,nan,nan,nan
2,19.0000000000,0.0077518543,nan,0.0306148199,15.1406829102,nan,nan,nan,nan,nan,nan,nan
3,19.0000000000,0.0327707436,nan,0.0305293030,15.1528311144,nan,nan,nan,nan,nan,nan,nan
4,19.0000000000,0.0845569845,nan,0.0300217745,15.2256364145,nan,nan,nan,nan,nan,nan,nan
5,19.0000000000,0.0222053949,nan,0.0305782680,15.1458711804,nan,nan,nan,nan,nan,nan,nan
6,19.0000000000,0.0059818366,nan,0.0306168733,15.1403916304,nan,nan,nan,nan,nan,nan,nan
7,19.0000000000,0.0628984168,nan,0.0302874830,15.1873681654,nan,nan,nan,nan,nan,nan,nan
8,19.0000000000,0.0836162806,nan,0.0300348816,15.2237407641,nan,nan,nan,nan,nan,nan,nan
9,19.0000000000,0.0544016842,nan,0.0303708846,15.1754255830,nan,nan,nan,nan,nan,nan,nan
10,19.0000000000,0.0463514321,nan,0.0304389263,15.1657067145,nan,nan,nan,nan,nan,nan,nan
11,19.0000000000,0.0252907701,nan,0.0305659069,15.1476271355,nan,nan,nan,nan,nan,nan,nan
12,19.0000000000,0.0863446573,nan,0.0299964785,15.2292972701,nan,nan,nan,nan,nan,nan,nan
13,19.0000000000,0.0128586592,nan,0.0306059306,15.1419441104,nan,nan,nan,nan,nan,nan,nan
14,19.0000000000,0.0177031412,nan,0.0305934307,15.1437181882,nan,nan,nan,nan,nan,nan,nan
15,19.0000000000,0.0667559886,nan,0.0302457165,15.1933612350,nan,nan,nan,nan,nan,nan,nan
16,19.0000000000,0.0213230956,nan,0.0305815083,15.1454109912,nan,nan,nan,nan,nan,nan,nan
17,19.0000000000,0.0217777217,nan,0.0305798550,15.1456457850,nan,nan,nan,nan,nan,nan,nan
18,19.0000000000,0.0116259602,nan,0.0306084794,15.1415824536,nan,nan,nan,nan,nan,nan,nan
19,19.0000000000,0.0758844091,nan,0.0301372524,15.2089634518,nan,nan,nan,nan,nan,nan,nan
20,19.0000000000,0.0420303367,nan,0.0304710169,15.1611305235,nan,nan,nan,nan,nan,nan,nan
21,19.0000000000,0.0545558345,nan,0.0303694772,15.1756268392,nan,nan,nan,nan,nan,nan,nan
22,19.0000000000,0.0639658256,nan,0.0302761690,15.1889907898,nan,nan,nan,nan,nan,nan,nan
23,19.0000000000,0.0242037571,nan,0.0305704445,15.1469824634,nan,nan,nan,nan,nan,nan,nan
24,19.0000000000,0.0640640187,nan,0.0302751189,15.1891414298,nan,nan,nan,nan,nan,nan,nan
25,19.0000000000,0.1161622727,nan,0.0295008747,15.3016510680,nan,nan,nan,nan,nan,nan,nan
26,19.0000000000,0.0560776652,nan,0.0303553729,15.1776442802,nan,nan,nan,nan,nan,nan,nan
27,19.0000000000,0.0526205066,nan,0.0303868624,15.1731414106,nan,nan,nan,nan,nan,nan,nan
28,19.0000000000,0.0173372799,nan,0.0305945129,15.1435645736,nan,nan,nan,nan,nan,nan,nan
29,19.0000000000,0.0109450285,nan,0.0306097774,15.1413982916,nan,nan,nan,nan,nan,nan,nan
30,19.0000000000,0.0625147399,nan,0.0302915043,15.1867915891,nan,nan,nan,nan,nan,nan,nan
