sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,20.0000000000,0.0528956272,nan,0.1441388686,8.4121889106,nan,nan,nan,nan,nan,nan,nan
1,20.0000000000,0.1266231949,nan,0.1150122337,9.3925596186,nan,nan,nan,nan,nan,nan,nan
2,20.0000000000,0.0816278921,nan,0.1364548295,8.6501108896,nan,nan,nan,nan,nan,nan,nan
3,20.0000000000,0.0280972683,nan,0.1472557387,8.3192777145,nan,nan,nan,nan,nan,nan,nan
4,20.0000000000,0.0827377355,nan,0.1360620422,8.6626301473,nan,nan,nan,nan,nan,nan,nan
5,20.0000000000,0.0328031092,nan,0.1468799562,8.3303746554,nan,nan,nan,nan,nan,nan,nan
6,20.0000000000,0.0475639673,nan,0.1450603231,8.3845135960,nan,nan,nan,nan,nan,nan,nan
7,20.0000000000,0.0435350770,nan,0.1456601380,8.3665928291,nan,nan,nan,nan,nan,nan,nan
8,20.0000000000,0.1019750671,nan,0.1281173549,8.9239203637,nan,nan,nan,nan,nan,nan,nan
9,20.0000000000,0.0237649433,nan,0.1475248844,8.3113471698,nan,nan,nan,nan,nan,nan,nan
10,20.0000000000,0.0868057309,nan,0.1345605448,8.7108226332,nan,nan,nan,nan,nan,nan,nan
11,20.0000000000,0.1710859520,nan,0.0855661629,10.6769794279,nan,nan,nan,nan,nan,nan,nan
12,20.0000000000,0.1781286580,nan,0.0805789047,10.9377864035,nan,nan,nan,nan,nan,nan,nan
13,20.0000000000,0.1917618784,nan,0.0709466073,11.4906836781,nan,nan,nan,nan,nan,nan,nan
14,20.0000000000,0.0642485429,nan,0.1416656053,8.4873557847,nan,nan,nan,nan,nan,nan,nan
15,20.0000000000,0.1281475563,nan,0.1141067509,9.4268866046,nan,nan,nan,nan,nan,nan,nan
16,20.0000000000,0.0217806633,nan,0.1476253712,8.3083899730,nan,nan,nan,nan,nan,nan,nan
17,20.0000000000,0.2222823001,nan,0.0504624662,12.9703152850,nan,nan,nan,nan,nan,nan,nan
18,20.0000000000,0.0774700564,nan,0.1378619997,8.6055542644,nan,nan,nan,nan,nan,nan,nan
19,20.0000000000,0.1208012174,nan,0.1183761387,9.2673583024,nan,nan,nan,nan,nan,nan,nan
20,20.0000000000,0.1117959209,nan,0.1232633342,9.0916608912,nan,nan,nan,nan,nan,nan,nan
21,20.0000000000,0.2319425753,nan,0.0445460579,13.5119072255,nan,nan,nan,nan,nan,nan,nan
22,20.0000000000,0.0883927124,nan,0.1339485353,8.7306203102,nan,nan,nan,nan,nan,nan,nan
23,20.0000000000,0.0590181984,nan,0.1428936218,8.4498715597,nan,nan,nan,nan,nan,nan,nan
24,20.0000000000,0.0559217221,nan,0.1435488995,8.4300013266,nan,nan,nan,nan,nan,nan,nan
25,20.0000000000,0.0274977339,nan,0.1472972250,8.3180543498,nan,nan,nan,nan,nan,nan,nan
26,20.0000000000,0.0702105471,nan,0.1400759989,8.5363627169,nan,nan,nan,nan,nan,nan,nan
27,20.0000000000,0.0358217105,nan,0.1465897824,8.3389629991,nan,nan,nan,nan,nan,nan,nan
28,20.0000000000,0.0739127072,nan,0.1389853997,8.5703081973,nan,nan,nan,nan,nan,nan,nan
29,20.0000000000,0.0504501085,nan,0.1445799473,8.3989193776,nan,nan,nan,nan,nan,nan,nan
30,20.0000000000,0.1602634511,nan,0.0931532234,10.3080211237,nan,nan,nan,nan,nan,nan,nan
31,20.0000000000,0.0861894818,nan,0.1347942320,8.7032869146,nan,nan,nan,nan,nan,nan,nan
32,20.0000000000,0.1219702638,nan,0.1177130210,9.2917549438,nan,nan,nan,nan,nan,nan,nan
33,20.0000000000,0.1237022624,nan,0.1167190239,9.3285835304,nan,nan,nan,nan,nan,nan,nan
34,20.0000000000,0.0648347801,nan,0.1415183354,8.4918728832,nan,nan,nan,nan,nan,nan,nan
35,20.0000000000,0.1506755078,nan,0.0997161305,10.0123458270,nan,nan,nan,nan,nan,nan,nan
36,20.0000000000,0.1677542092,nan,0.0879157117,10.5593350374,nan,nan,nan,nan,nan,nan,nan
37,20.0000000000,0.2395492978,nan,0.0401401825,13.9642065767,nan,nan,nan,nan,nan,nan,nan
38,20.0000000000,0.0612144497,nan,0.1423966825,8.4650012870,nan,nan,nan,nan,nan,nan,nan
39,20.0000000000,0.0739291637,nan,0.1389803734,8.5704652595,nan,nan,nan,nan,nan,nan,nan
40,20.0000000000,0.0161233759,nan,0.1478407035,8.3020597949,nan,nan,nan,nan,nan,nan,nan
41,20.0000000000,0.0445392725,nan,0.1455182052,8.3708267053,nan,nan,nan,nan,nan,nan,nan
42,20.0000000000,0.0715022201,nan,0.1397045578,8.5478942505,nan,nan,nan,nan,nan,nan,nan
43,20.0000000000,0.0879804922,nan,0.1341089182,8.7254234070,nan,nan,nan,nan,nan,nan,nan
44,20.0000000000,0.0540372362,nan,0.1439220898,8.4187254354,nan,nan,nan,nan,nan,nan,nan
45,20.0000000000,0.0789293443,nan,0.1373796887,8.6207747217,nan,nan,nan,nan,nan,nan,nan
46,20.0000000000,0.0338236217,nan,0.1467862846,8.3331452195,nan,nan,nan,nan,nan,nan,nan
47,20.0000000000,0.1869593039,nan,0.0743264440,11.2885664485,nan,nan,nan,nan,nan,nan,nan
48,20.0000000000,0.0252004925,nan,0.1474434543,8.3137450300,nan,nan,nan,nan,nan,nan,nan
49,20.0000000000,0.0527410609,nan,0.1441676839,8.4113207848,nan,nan,nan,nan,nan,nan,nan
50,20.0000000000,0.1983738343,nan,0.0663391914,11.7822982650,nan,nan,nan,nan,nan,nan,nan
51,20.0000000000,0.1145796216,nan,0.1217954941,9.1436877857,nan,nan,nan,nan,nan,nan,nan
52,20.0000000000,0.1544779082,nan,0.0971366570,10.1261684682,nan,nan,nan,nan,nan,nan,nan
53,20.0000000000,0.1099883013,nan,0.1241952062,9.0589516728,nan,nan,nan,nan,nan,nan,nan
54,20.0000000000,0.0546163609,nan,0.1438094467,8.4221258477,nan,nan,nan,nan,nan,nan,nan
55,20.0000000000,0.0735781400,nan,0.1390872432,8.5671270089,nan,nan,nan,nan,nan,nan,nan
56,20.0000000000,0.0576417223,nan,0.1431914193,8.4408300620,nan,nan,nan,nan,nan,nan,nan
57,20.0000000000,0.0625573013,nan,0.1420795304,8.4746848712,nan,nan,nan,nan,nan,nan,nan
58,20.0000000000,0.0947454376,nan,0.1313522729,8.8156240787,nan,nan,nan,nan,nan,nan,nan
59,20.0000000000,0.2080668607,nan,0.0597263481,12.2383403883,nan,nan,nan,nan,nan,nan,nan
60,20.0000000000,0.1290398870,nan,0.1135721286,9.4472823436,nan,nan,nan,nan,nan,nan,nan
61,20.0000000000,0.1435603253,nan,0.1044422255,9.8112388271,nan,nan,nan,nan,nan,nan,nan
62,20.0000000000,0.0936741793,nan,0.1318063965,8.8006351297,nan,nan,nan,nan,nan,nan,nan
63,20.0000000000,0.0118330258,nan,0.1479418637,8.2990891461,nan,nan,nan,nan,nan,nan,nan
64,20.0000000000,0.0401703710,nan,0.1461000071,8.3534976294,nan,nan,nan,nan,nan,nan,nan
65,20.0000000000,0.0378245379,nan,0.1463749766,8.3453316135,nan,nan,nan,nan,nan,nan,nan
66,20.0000000000,0.1270786337,nan,0.1147427417,9.4027477703,nan,nan,nan,nan,nan,nan,nan
67,20.0000000000,0.1642644695,nan,0.0903649129,10.4400016574,nan,nan,nan,nan,nan,nan,nan
68,20.0000000000,0.0979121351,nan,0.1299715798,8.8615160232,nan,nan,nan,nan,nan,nan,nan
69,20.0000000000,0.0784770953,nan,0.1375304994,8.6160097986,nan,nan,nan,nan,nan,nan,nan
70,20.0000000000,0.1307503593,nan,0.1125381001,9.4870042091,nan,nan,nan,nan,nan,nan,nan
71,20.0000000000,0.1229742973,nan,0.1171384697,9.3130045393,nan,nan,nan,nan,nan,nan,nan
72,20.0000000000,0.1531235186,nan,0.0980592972,10.0851122389,nan,nan,nan,nan,nan,nan,nan
73,20.0000000000,0.1820181958,nan,0.0778216714,11.0889944568,nan,nan,nan,nan,nan,nan,nan
74,20.0000000000,0.0734310761,nan,0.1391318030,8.5657358675,nan,nan,nan,nan,nan,nan,nan
75,20.0000000000,0.0840908748,nan,0.1355733659,8.6782562140,nan,nan,nan,nan,nan,nan,nan
76,20.0000000000,0.0935741053,nan,0.1318484833,8.7992486153,nan,nan,nan,nan,nan,nan,nan
77,20.0000000000,0.1672060890,nan,0.0883012904,10.5403294998,nan,nan,nan,nan,nan,nan,nan
78,20.0000000000,0.0587692308,nan,0.1429482612,8.4482112286,nan,nan,nan,nan,nan,nan,nan
79,20.0000000000,0.1256524057,nan,0.1155836670,9.3710353131,nan,nan,nan,nan,nan,nan,nan
80,20.0000000000,0.1407747748,nan,0.1062514773,9.7366502286,nan,nan,nan,nan,nan,nan,nan
