sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,19.0000000000,102.5463391627,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
1,19.0000000000,57.0046312709,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
2,19.0000000000,80.8756605932,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
3,19.0000000000,66.4530297597,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
4,19.0000000000,44.0593131593,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
5,19.0000000000,214.9192817310,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
6,19.0000000000,69.1783146918,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
7,19.0000000000,75.6948213833,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
8,19.0000000000,121.4487665534,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
9,19.0000000000,26.4532617125,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
10,19.0000000000,220.8760155677,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
11,19.0000000000,179.0119445295,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
12,19.0000000000,30.9465780847,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
13,19.0000000000,53.3515205200,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
14,19.0000000000,29.4067326354,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
15,19.0000000000,132.7183618734,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
16,19.0000000000,118.9185061936,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
17,19.0000000000,180.5160133895,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
18,19.0000000000,121.8854253410,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
19,19.0000000000,136.4699115172,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
20,19.0000000000,139.7035458752,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
21,19.0000000000,58.9859401434,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
22,19.0000000000,174.7653805348,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
23,19.0000000000,91.0664414146,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
24,19.0000000000,128.8935396836,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
25,19.0000000000,175.9354730076,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
26,19.0000000000,83.3403720259,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
27,19.0000000000,65.1363593156,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
28,19.0000000000,63.5793847130,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
29,19.0000000000,70.7556774842,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
30,19.0000000000,109.6959132466,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
31,19.0000000000,150.2585905368,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
32,19.0000000000,11.9408164672,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
33,19.0000000000,59.8666883257,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
34,19.0000000000,61.3882115713,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
35,19.0000000000,123.6158355824,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
36,19.0000000000,16.4140843963,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
37,19.0000000000,58.2522852091,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
38,19.0000000000,40.2505769713,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
39,19.0000000000,124.5873530188,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
40,19.0000000000,22.6809851911,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
41,19.0000000000,147.1005665540,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
42,19.0000000000,28.6540183742,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
43,19.0000000000,186.5485000355,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
44,19.0000000000,39.4625650072,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
45,19.0000000000,72.1533760261,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
46,19.0000000000,141.0587337238,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
47,19.0000000000,80.6113820914,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
48,19.0000000000,33.5119155336,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
