sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,39.7368421053,0.4640264044,nan,0.0007530052,31.2320202775,nan,nan,nan,nan,nan,nan,nan
1,39.7368421053,0.0571606917,nan,0.0133088598,18.7585915145,nan,nan,nan,nan,nan,nan,nan
2,39.7368421053,0.4386384355,nan,0.0010318112,29.8639978222,nan,nan,nan,nan,nan,nan,nan
3,39.7368421053,0.7512054695,nan,0.0000059135,52.2815449340,nan,nan,nan,nan,nan,nan,nan
4,39.7368421053,0.3830596666,nan,0.0019291478,27.1463450770,nan,nan,nan,nan,nan,nan,nan
5,39.7368421053,0.8690131864,nan,0.0000004071,63.9029705803,nan,nan,nan,nan,nan,nan,nan
6,39.7368421053,0.4937781721,nan,0.0005085669,32.9365191038,nan,nan,nan,nan,nan,nan,nan
7,39.7368421053,0.6095547556,nan,0.0000868121,40.6141991979,nan,nan,nan,nan,nan,nan,nan
8,39.7368421053,0.0384049205,nan,0.0136164203,18.6593705287,nan,nan,nan,nan,nan,nan,nan
9,39.7368421053,0.4562694515,nan,0.0008306921,30.8055991866,nan,nan,nan,nan,nan,nan,nan
10,39.7368421053,0.1106389696,nan,0.0118439310,19.2650413312,nan,nan,nan,nan,nan,nan,nan
11,39.7368421053,0.1159544916,nan,0.0116582423,19.3336692263,nan,nan,nan,nan,nan,nan,nan
12,39.7368421053,0.0536566141,nan,0.0133752123,18.7369931650,nan,nan,nan,nan,nan,nan,nan
13,39.7368421053,0.4318480980,nan,0.0011190309,29.5115790645,nan,nan,nan,nan,nan,nan,nan
14,39.7368421053,0.3292128317,nan,0.0032546457,24.8749628461,nan,nan,nan,nan,nan,nan,nan
15,39.7368421053,0.5343786318,nan,0.0002858000,35.4393774242,nan,nan,nan,nan,nan,nan,nan
16,39.7368421053,1.1390309591,nan,0.0000000002,97.1575160860,nan,nan,nan,nan,nan,nan,nan
17,39.7368421053,0.2687213935,nan,0.0053144166,22.7454440494,nan,nan,nan,nan,nan,nan,nan
18,39.7368421053,0.4210953957,nan,0.0012690727,28.9651349622,nan,nan,nan,nan,nan,nan,nan
19,39.7368421053,0.5433040845,nan,0.0002502067,36.0170103779,nan,nan,nan,nan,nan,nan,nan
20,39.7368421053,0.3102596324,nan,0.0038372390,24.1598115065,nan,nan,nan,nan,nan,nan,nan
21,39.7368421053,0.5137454433,nan,0.0003853107,34.1418887514,nan,nan,nan,nan,nan,nan,nan
22,39.7368421053,0.2569835555,nan,0.0057759865,22.3837382930,nan,nan,nan,nan,nan,nan,nan
23,39.7368421053,1.2590390892,nan,0.0000000000,114.9123513186,nan,nan,nan,nan,nan,nan,nan
24,39.7368421053,0.6491949501,nan,0.0000433872,43.6263828094,nan,nan,nan,nan,nan,nan,nan
25,39.7368421053,0.7508959870,nan,0.0000059521,52.2533139380,nan,nan,nan,nan,nan,nan,nan
26,39.7368421053,0.2578501701,nan,0.0057413330,22.4098726081,nan,nan,nan,nan,nan,nan,nan
27,39.7368421053,0.8941912022,nan,0.0000002181,66.6135443204,nan,nan,nan,nan,nan,nan,nan
28,39.7368421053,0.5349790215,nan,0.0002832746,35.4779228944,nan,nan,nan,nan,nan,nan,nan
29,39.7368421053,0.5256128022,nan,0.0003249602,34.8816989299,nan,nan,nan,nan,nan,nan,nan
30,39.7368421053,0.4472001476,nan,0.0009297251,30.3164542692,nan,nan,nan,nan,nan,nan,nan
31,39.7368421053,0.7049696971,nan,0.0000151456,48.1971235051,nan,nan,nan,nan,nan,nan,nan
32,39.7368421053,0.2072418914,nan,0.0078781397,21.0357632335,nan,nan,nan,nan,nan,nan,nan
33,39.7368421053,0.5986694698,nan,0.0001041994,39.8213479025,nan,nan,nan,nan,nan,nan,nan
34,39.7368421053,0.4608824016,nan,0.0007837381,31.0582902343,nan,nan,nan,nan,nan,nan,nan
35,39.7368421053,0.2666739918,nan,0.0053936775,22.6811502539,nan,nan,nan,nan,nan,nan,nan
36,39.7368421053,0.5893542464,nan,0.0001214905,39.1545781106,nan,nan,nan,nan,nan,nan,nan
37,39.7368421053,0.4079019952,nan,0.0014743125,28.3141046495,nan,nan,nan,nan,nan,nan,nan
38,39.7368421053,0.3645909543,nan,0.0023295472,26.3272848876,nan,nan,nan,nan,nan,nan,nan
39,39.7368421053,0.3999428980,nan,0.0016100092,27.9317165359,nan,nan,nan,nan,nan,nan,nan
40,39.7368421053,0.1633765134,nan,0.0097861268,20.0938916256,nan,nan,nan,nan,nan,nan,nan
41,39.7368421053,0.2850086618,nan,0.0047043265,23.2750254219,nan,nan,nan,nan,nan,nan,nan
42,39.7368421053,0.5769699946,nan,0.0001484273,38.2848631904,nan,nan,nan,nan,nan,nan,nan
43,39.7368421053,0.3204435554,nan,0.0035167144,24.5386290190,nan,nan,nan,nan,nan,nan,nan
44,39.7368421053,0.4597044535,nan,0.0007955154,30.9935140383,nan,nan,nan,nan,nan,nan,nan
45,39.7368421053,0.2385350983,nan,0.0065328850,21.8489498690,nan,nan,nan,nan,nan,nan,nan
46,39.7368421053,0.1345417272,nan,0.0109651188,19.5998665749,nan,nan,nan,nan,nan,nan,nan
47,39.7368421053,0.9372372882,nan,0.0000000719,71.4332136122,nan,nan,nan,nan,nan,nan,nan
48,39.7368421053,0.0376281416,nan,0.0136265936,18.6561269605,nan,nan,nan,nan,nan,nan,nan
49,39.7368421053,0.4853541729,nan,0.0005697978,32.4427921497,nan,nan,nan,nan,nan,nan,nan
50,39.7368421053,1.1175692299,nan,0.0000000004,94.1757925487,nan,nan,nan,nan,nan,nan,nan
51,39.7368421053,0.3446715737,nan,0.0028244025,25.4907341248,nan,nan,nan,nan,nan,nan,nan
52,39.7368421053,0.6427821553,nan,0.0000486879,43.1257868301,nan,nan,nan,nan,nan,nan,nan
53,39.7368421053,0.2987115358,nan,0.0042212970,23.7455409404,nan,nan,nan,nan,nan,nan,nan
54,39.7368421053,0.4784186048,nan,0.0006247566,32.0428912907,nan,nan,nan,nan,nan,nan,nan
55,39.7368421053,1.1754776573,nan,0.0000000001,102.3555163330,nan,nan,nan,nan,nan,nan,nan
56,39.7368421053,0.5045007936,nan,0.0004387655,33.5776749064,nan,nan,nan,nan,nan,nan,nan
57,39.7368421053,0.3125291997,nan,0.0037643162,24.2431390057,nan,nan,nan,nan,nan,nan,nan
58,39.7368421053,0.2118540272,nan,0.0076767895,21.1482036756,nan,nan,nan,nan,nan,nan,nan
59,39.7368421053,0.2432604626,nan,0.0063357651,21.9820093105,nan,nan,nan,nan,nan,nan,nan
60,39.7368421053,0.3906825213,nan,0.0017796685,27.4966088425,nan,nan,nan,nan,nan,nan,nan
61,39.7368421053,0.1247630107,nan,0.0113377521,19.4547304252,nan,nan,nan,nan,nan,nan,nan
62,39.7368421053,0.0783181781,nan,0.0128258794,18.9191284637,nan,nan,nan,nan,nan,nan,nan
63,39.7368421053,0.7277118267,nan,0.0000096103,50.1726352730,nan,nan,nan,nan,nan,nan,nan
64,39.7368421053,0.0887460049,nan,0.0125389787,19.0173783421,nan,nan,nan,nan,nan,nan,nan
