sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,19.0000000000,126.8764474180,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
1,19.0000000000,112.5464081714,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
2,19.0000000000,85.9007283298,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
3,19.0000000000,53.8554420332,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
4,19.0000000000,100.6557502927,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
5,19.0000000000,86.3873295876,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
6,19.0000000000,52.3150585438,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
7,19.0000000000,25.2287589695,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
8,19.0000000000,78.7566501841,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
9,19.0000000000,26.4507730225,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
10,19.0000000000,80.8964771089,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
11,19.0000000000,91.4619908607,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
12,19.0000000000,68.0723101320,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
13,19.0000000000,36.8305922933,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
14,19.0000000000,171.3940729235,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
15,19.0000000000,221.9552610900,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
16,19.0000000000,122.9429494798,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
17,19.0000000000,142.9952222120,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
18,19.0000000000,115.9897974708,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
19,19.0000000000,88.8242541303,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
20,19.0000000000,16.1044971670,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
21,19.0000000000,45.3245531850,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
22,19.0000000000,64.7954173760,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
23,19.0000000000,37.8988365604,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
24,19.0000000000,96.0835792754,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
25,19.0000000000,162.0359551932,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
26,19.0000000000,112.1807589035,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
27,19.0000000000,139.9425280085,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
28,19.0000000000,99.6328048098,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
29,19.0000000000,77.8700621362,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
30,19.0000000000,44.6518089445,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
31,19.0000000000,114.9316675977,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
32,19.0000000000,87.9604170804,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
33,19.0000000000,64.8963704942,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
34,19.0000000000,116.8394909395,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
35,19.0000000000,153.0516539355,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
36,19.0000000000,113.4370636857,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
37,19.0000000000,66.7215756605,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
38,19.0000000000,129.3546113260,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
39,19.0000000000,43.2888962301,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
40,19.0000000000,93.7091681515,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
41,19.0000000000,79.0047989226,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
42,19.0000000000,85.6135178288,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
43,19.0000000000,114.0748142793,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
44,19.0000000000,114.3581832653,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
45,19.0000000000,68.9358268575,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
46,19.0000000000,87.5799497998,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
47,19.0000000000,122.2708955261,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
48,19.0000000000,52.7288652006,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
49,19.0000000000,168.3267569597,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
50,19.0000000000,27.9659909711,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
51,19.0000000000,62.5930312117,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
52,19.0000000000,82.9050103080,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
53,19.0000000000,88.3973827059,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
54,19.0000000000,85.5784711246,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
55,19.0000000000,42.6049938332,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
56,19.0000000000,93.7268775171,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
57,19.0000000000,24.5338168595,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
58,19.0000000000,78.6562194358,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
59,19.0000000000,56.8549519310,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
60,19.0000000000,115.2888798177,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
61,19.0000000000,44.3826188818,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
62,19.0000000000,164.4321977966,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
63,19.0000000000,89.7736878090,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
64,19.0000000000,36.6330181033,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
65,19.0000000000,43.1970146006,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
66,19.0000000000,137.8194764928,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
67,19.0000000000,138.4413719963,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
68,19.0000000000,61.8013636281,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
69,19.0000000000,71.0729058392,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
70,19.0000000000,71.9223646896,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
71,19.0000000000,53.7010753339,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
72,19.0000000000,180.0066545650,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
73,19.0000000000,64.4716022184,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
74,19.0000000000,142.5896966432,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
75,19.0000000000,189.6227725069,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
76,19.0000000000,204.6817002833,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
77,19.0000000000,97.1106896141,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
78,19.0000000000,89.6292218089,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
79,19.0000000000,44.9995673247,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
80,19.0000000000,91.4508624371,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
81,19.0000000000,30.8224697722,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
82,19.0000000000,77.2309195386,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
83,19.0000000000,166.2189314046,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
84,19.0000000000,180.2345946070,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
85,19.0000000000,117.8340697274,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
86,19.0000000000,49.9840223635,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
87,19.0000000000,72.0801315790,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
88,19.0000000000,70.2057785925,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
89,19.0000000000,66.4565661089,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
90,19.0000000000,121.7168482352,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
91,19.0000000000,110.2899023298,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
92,19.0000000000,42.7301495844,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
93,19.0000000000,50.0835855468,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
94,19.0000000000,117.1977490833,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
95,19.0000000000,141.9506868794,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
96,19.0000000000,13.1892520006,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
97,19.0000000000,27.6909332648,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
98,19.0000000000,95.6072471735,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
99,19.0000000000,183.6041541270,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
100,19.0000000000,29.9036756040,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
101,19.0000000000,138.9251406399,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
102,19.0000000000,104.3809891303,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
103,19.0000000000,78.3959667021,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
104,19.0000000000,159.3271949802,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
105,19.0000000000,97.4478620843,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
106,19.0000000000,131.7784981185,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
107,19.0000000000,34.0698265852,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
108,19.0000000000,44.7981151527,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
109,19.0000000000,155.8456178387,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
110,19.0000000000,125.0478177437,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
111,19.0000000000,119.3249670046,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
112,19.0000000000,54.8279416464,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
113,19.0000000000,55.5928325654,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
114,19.0000000000,79.6817889757,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
115,19.0000000000,91.0766496293,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
116,19.0000000000,193.1271676902,nan,0.0000000000,inf,nan,nan,nan,nan,nan,nan,nan
