sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,60.0000000000,0.0000000000,nan,0.0011648583,29.3372688936,nan,nan,nan,nan,nan,nan,nan
0,20.0000000000,0.0054998924,nan,0.1480133317,8.2969916541,nan,nan,nan,nan,nan,nan,nan
1,20.0000000000,0.0076593275,nan,0.1479977999,8.2974474072,nan,nan,nan,nan,nan,nan,nan
2,20.0000000000,0.0088899048,nan,0.1479851361,8.2978190382,nan,nan,nan,nan,nan,nan,nan
3,20.0000000000,0.0032354750,nan,0.1480219185,8.2967397122,nan,nan,nan,nan,nan,nan,nan
4,20.0000000000,0.0090409059,nan,0.1479833742,8.2978707453,nan,nan,nan,nan,nan,nan,nan
5,20.0000000000,0.0158848648,nan,0.1478476387,8.3018560730,nan,nan,nan,nan,nan,nan,nan
6,20.0000000000,0.0050134783,nan,0.1480157780,8.2969198762,nan,nan,nan,nan,nan,nan,nan
7,20.0000000000,0.0064453312,nan,0.1480075125,8.2971624027,nan,nan,nan,nan,nan,nan,nan
8,20.0000000000,0.0075617375,nan,0.1479986793,8.2974216002,nan,nan,nan,nan,nan,nan,nan
9,20.0000000000,0.0029894982,nan,0.1480224597,8.2967238330,nan,nan,nan,nan,nan,nan,nan
10,20.0000000000,0.0029235374,nan,0.1480225935,8.2967199074,nan,nan,nan,nan,nan,nan,nan
11,20.0000000000,0.0087526223,nan,0.1479866975,8.2977732154,nan,nan,nan,nan,nan,nan,nan
12,20.0000000000,0.0047495582,nan,0.1480169588,8.2968852312,nan,nan,nan,nan,nan,nan,nan
13,20.0000000000,0.0051771045,nan,0.1480149948,8.2969428563,nan,nan,nan,nan,nan,nan,nan
14,20.0000000000,0.0057050018,nan,0.1480121915,8.2970251113,nan,nan,nan,nan,nan,nan,nan
15,20.0000000000,0.0106749234,nan,0.1479612085,8.2985213027,nan,nan,nan,nan,nan,nan,nan
16,20.0000000000,0.0058333680,nan,0.1480114441,8.2970470409,nan,nan,nan,nan,nan,nan,nan
17,20.0000000000,0.0098224394,nan,0.1479734938,8.2981607183,nan,nan,nan,nan,nan,nan,nan
18,20.0000000000,0.0023412969,nan,0.1480235787,8.2966910019,nan,nan,nan,nan,nan,nan,nan
19,20.0000000000,0.0029415312,nan,0.1480225575,8.2967209646,nan,nan,nan,nan,nan,nan,nan
20,20.0000000000,0.0033812472,nan,0.1480215654,8.2967500718,nan,nan,nan,nan,nan,nan,nan
21,20.0000000000,0.0045405207,nan,0.1480178236,8.2968598588,nan,nan,nan,nan,nan,nan,nan
22,20.0000000000,0.0065480667,nan,0.1480067912,8.2971835695,nan,nan,nan,nan,nan,nan,nan
23,20.0000000000,0.0047885095,nan,0.1480167909,8.2968901592,nan,nan,nan,nan,nan,nan,nan
24,20.0000000000,0.0055342528,nan,0.1480131453,8.2969971245,nan,nan,nan,nan,nan,nan,nan
25,20.0000000000,0.0022377184,nan,0.1480237191,8.2966868831,nan,nan,nan,nan,nan,nan,nan
26,20.0000000000,0.0064752782,nan,0.1480073041,8.2971685183,nan,nan,nan,nan,nan,nan,nan
27,20.0000000000,0.0068833632,nan,0.1480043103,8.2972563663,nan,nan,nan,nan,nan,nan,nan
28,20.0000000000,0.0065995048,nan,0.1480064232,8.2971943663,nan,nan,nan,nan,nan,nan,nan
29,20.0000000000,0.0070624021,nan,0.1480029048,8.2972976087,nan,nan,nan,nan,nan,nan,nan
30,20.0000000000,0.0065607821,nan,0.1480067006,8.2971862260,nan,nan,nan,nan,nan,nan,nan
31,20.0000000000,0.0071729689,nan,0.1480020082,8.2973239171,nan,nan,nan,nan,nan,nan,nan
32,20.0000000000,0.0072874926,nan,0.1480010563,8.2973518497,nan,nan,nan,nan,nan,nan,nan
33,20.0000000000,0.0076383503,nan,0.1479979904,8.2974418158,nan,nan,nan,nan,nan,nan,nan
34,20.0000000000,0.0071946954,nan,0.1480018294,8.2973291626,nan,nan,nan,nan,nan,nan,nan
35,20.0000000000,0.0055685135,nan,0.1480129576,8.2970026326,nan,nan,nan,nan,nan,nan,nan
36,20.0000000000,0.0022079224,nan,0.1480237576,8.2966857523,nan,nan,nan,nan,nan,nan,nan
37,20.0000000000,0.0034125418,nan,0.1480214864,8.2967523903,nan,nan,nan,nan,nan,nan,nan
38,20.0000000000,0.0084757325,nan,0.1479897311,8.2976841903,nan,nan,nan,nan,nan,nan,nan
39,20.0000000000,0.0088624566,nan,0.1479854513,8.2978097863,nan,nan,nan,nan,nan,nan,nan
40,20.0000000000,0.0054768860,nan,0.1480134556,8.2969880213,nan,nan,nan,nan,nan,nan,nan
41,20.0000000000,0.0014740311,nan,0.1480244671,8.2966649388,nan,nan,nan,nan,nan,nan,nan
42,20.0000000000,0.0044050193,nan,0.1480183517,8.2968443645,nan,nan,nan,nan,nan,nan,nan
43,20.0000000000,0.0070457982,nan,0.1480030375,8.2972937135,nan,nan,nan,nan,nan,nan,nan
44,20.0000000000,0.0074209003,nan,0.1479999173,8.2973852726,nan,nan,nan,nan,nan,nan,nan
