sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,36.8421052632,0.4521715720,nan,0.0009440735,30.2499419148,nan,nan,nan,nan,nan,nan,nan
1,36.8421052632,0.3256911809,nan,0.0041954792,23.7721842385,nan,nan,nan,nan,nan,nan,nan
2,36.8421052632,0.3545772480,nan,0.0031209382,25.0571482720,nan,nan,nan,nan,nan,nan,nan
3,36.8421052632,0.4883656767,nan,0.0005607905,32.5119937365,nan,nan,nan,nan,nan,nan,nan
4,36.8421052632,0.1706160542,nan,0.0131427287,18.8131445712,nan,nan,nan,nan,nan,nan,nan
5,36.8421052632,0.5715453771,nan,0.0001443659,38.4053543739,nan,nan,nan,nan,nan,nan,nan
6,36.8421052632,0.4993423476,nan,0.0004748805,33.2341568904,nan,nan,nan,nan,nan,nan,nan
7,36.8421052632,0.2620480698,nan,0.0073390341,21.3436109520,nan,nan,nan,nan,nan,nan,nan
8,36.8421052632,0.4673134189,nan,0.0007631245,31.1740457612,nan,nan,nan,nan,nan,nan,nan
9,36.8421052632,0.4766965855,nan,0.0006663864,31.7627386671,nan,nan,nan,nan,nan,nan,nan
10,36.8421052632,0.1388606646,nan,0.0151529040,18.1950412897,nan,nan,nan,nan,nan,nan,nan
11,36.8421052632,0.5937069736,nan,0.0000968365,40.1396109784,nan,nan,nan,nan,nan,nan,nan
12,36.8421052632,0.4596525642,nan,0.0008506457,30.7025130542,nan,nan,nan,nan,nan,nan,nan
13,36.8421052632,0.3715776692,nan,0.0025899960,25.8670091321,nan,nan,nan,nan,nan,nan,nan
14,36.8421052632,0.2089021154,nan,0.0106260010,19.7363014863,nan,nan,nan,nan,nan,nan,nan
15,36.8421052632,0.4646660829,nan,0.0007924694,31.0101747956,nan,nan,nan,nan,nan,nan,nan
16,36.8421052632,0.6737907940,nan,0.0000200210,46.9851384024,nan,nan,nan,nan,nan,nan,nan
17,36.8421052632,0.3331245180,nan,0.0038977074,24.0919077102,nan,nan,nan,nan,nan,nan,nan
18,36.8421052632,0.2884805973,nan,0.0059084485,22.2852654221,nan,nan,nan,nan,nan,nan,nan
19,36.8421052632,0.5656839888,nan,0.0001600205,37.9582426433,nan,nan,nan,nan,nan,nan,nan
20,36.8421052632,0.2917862874,nan,0.0057415443,22.4097128162,nan,nan,nan,nan,nan,nan,nan
21,36.8421052632,0.6222142095,nan,0.0000565931,42.4723654044,nan,nan,nan,nan,nan,nan,nan
22,36.8421052632,0.6304780662,nan,0.0000481940,43.1700747547,nan,nan,nan,nan,nan,nan,nan
23,36.8421052632,0.6381231883,nan,0.0000414558,43.8241509081,nan,nan,nan,nan,nan,nan,nan
24,36.8421052632,0.2524867360,nan,0.0078952710,21.0263295998,nan,nan,nan,nan,nan,nan,nan
25,36.8421052632,0.4412573549,nan,0.0010955580,29.6036464004,nan,nan,nan,nan,nan,nan,nan
26,36.8421052632,0.5225062905,nan,0.0003301059,34.8134672449,nan,nan,nan,nan,nan,nan,nan
27,36.8421052632,0.5050450473,nan,0.0004349112,33.6159935936,nan,nan,nan,nan,nan,nan,nan
28,36.8421052632,0.4565236302,nan,0.0008887352,30.5122764104,nan,nan,nan,nan,nan,nan,nan
29,36.8421052632,0.0988656393,nan,0.0173591567,17.6047137626,nan,nan,nan,nan,nan,nan,nan
30,36.8421052632,0.2795929928,nan,0.0063708101,21.9580534085,nan,nan,nan,nan,nan,nan,nan
31,36.8421052632,0.4311870170,nan,0.0012525604,29.0220133407,nan,nan,nan,nan,nan,nan,nan
32,36.8421052632,0.4215543980,nan,0.0014194363,28.4788409055,nan,nan,nan,nan,nan,nan,nan
33,36.8421052632,0.5175251667,nan,0.0003574776,34.4675121510,nan,nan,nan,nan,nan,nan,nan
34,36.8421052632,0.1217114761,nan,0.0161570183,17.9163878204,nan,nan,nan,nan,nan,nan,nan
35,36.8421052632,0.2986451789,nan,0.0054042136,22.6726749363,nan,nan,nan,nan,nan,nan,nan
36,36.8421052632,0.4343077146,nan,0.0012020571,29.2007488967,nan,nan,nan,nan,nan,nan,nan
37,36.8421052632,0.2122617589,nan,0.0104072130,19.8266555837,nan,nan,nan,nan,nan,nan,nan
38,36.8421052632,0.1881052924,nan,0.0119933348,19.2106004342,nan,nan,nan,nan,nan,nan,nan
39,36.8421052632,0.4103760892,nan,0.0016350673,27.8646435672,nan,nan,nan,nan,nan,nan,nan
40,36.8421052632,0.3044139599,nan,0.0051300188,22.8988104029,nan,nan,nan,nan,nan,nan,nan
41,36.8421052632,1.0673113158,nan,0.0000000004,93.9434737061,nan,nan,nan,nan,nan,nan,nan
42,36.8421052632,0.4676662366,nan,0.0007592837,31.1959590785,nan,nan,nan,nan,nan,nan,nan
43,36.8421052632,0.3467765958,nan,0.0033893362,24.6988534470,nan,nan,nan,nan,nan,nan,nan
44,36.8421052632,0.2431152848,nan,0.0084579524,20.7273476577,nan,nan,nan,nan,nan,nan,nan
45,36.8421052632,0.5223143252,nan,0.0003311258,34.8000702025,nan,nan,nan,nan,nan,nan,nan
46,36.8421052632,0.4097203292,nan,0.0016484849,27.8291503167,nan,nan,nan,nan,nan,nan,nan
47,36.8421052632,0.8410199413,nan,0.0000003783,64.2216665791,nan,nan,nan,nan,nan,nan,nan
48,36.8421052632,0.9281046630,nan,0.0000000332,74.7845116741,nan,nan,nan,nan,nan,nan,nan
49,36.8421052632,0.3416149267,nan,0.0035757179,24.4663675330,nan,nan,nan,nan,nan,nan,nan
50,36.8421052632,0.3726593291,nan,0.0025586541,25.9198841350,nan,nan,nan,nan,nan,nan,nan
51,36.8421052632,0.2833541154,nan,0.0061727488,22.0952139791,nan,nan,nan,nan,nan,nan,nan
52,36.8421052632,0.0900918928,nan,0.0177706512,17.5029665852,nan,nan,nan,nan,nan,nan,nan
53,36.8421052632,0.0800459142,nan,0.0182028285,17.3986112323,nan,nan,nan,nan,nan,nan,nan
54,36.8421052632,0.8153753429,nan,0.0000007381,61.3188733123,nan,nan,nan,nan,nan,nan,nan
55,36.8421052632,0.3947472190,nan,0.0019792814,27.0349245222,nan,nan,nan,nan,nan,nan,nan
56,36.8421052632,0.1627007209,nan,0.0136564825,18.6466114723,nan,nan,nan,nan,nan,nan,nan
57,36.8421052632,0.2930515644,nan,0.0056784005,22.4577398349,nan,nan,nan,nan,nan,nan,nan
58,36.8421052632,0.6540372825,nan,0.0000301146,45.2122271598,nan,nan,nan,nan,nan,nan,nan
59,36.8421052632,0.2220550436,nan,0.0097753517,20.0986760836,nan,nan,nan,nan,nan,nan,nan
60,36.8421052632,0.3830516989,nan,0.0022718935,26.4361203985,nan,nan,nan,nan,nan,nan,nan
61,36.8421052632,0.3936234054,nan,0.0020060581,26.9765649451,nan,nan,nan,nan,nan,nan,nan
62,36.8421052632,0.7608224314,nan,0.0000028463,55.4572071025,nan,nan,nan,nan,nan,nan,nan
63,36.8421052632,0.1752301841,nan,0.0128408693,18.9140557433,nan,nan,nan,nan,nan,nan,nan
64,36.8421052632,0.5668341709,nan,0.0001568340,38.0455980704,nan,nan,nan,nan,nan,nan,nan
65,36.8421052632,0.3189828367,nan,0.0044769876,23.4901411263,nan,nan,nan,nan,nan,nan,nan
66,36.8421052632,0.6880270741,nan,0.0000148006,48.2972162196,nan,nan,nan,nan,nan,nan,nan
67,36.8421052632,0.5975440968,nan,0.0000902211,40.4469195316,nan,nan,nan,nan,nan,nan,nan
68,36.8421052632,0.3616088455,nan,0.0028924833,25.3872914501,nan,nan,nan,nan,nan,nan,nan
69,36.8421052632,0.2513181292,nan,0.0079645287,20.9883991871,nan,nan,nan,nan,nan,nan,nan
70,36.8421052632,0.3775096441,nan,0.0024216050,26.1589669356,nan,nan,nan,nan,nan,nan,nan
71,36.8421052632,0.7129667813,nan,0.0000085798,50.6652199918,nan,nan,nan,nan,nan,nan,nan
72,36.8421052632,0.5120361825,nan,0.0003899140,34.0903114100,nan,nan,nan,nan,nan,nan,nan
73,36.8421052632,0.2686191023,nan,0.0069681211,21.5688431156,nan,nan,nan,nan,nan,nan,nan
74,36.8421052632,0.3515619410,nan,0.0032228054,24.9176592118,nan,nan,nan,nan,nan,nan,nan
75,36.8421052632,0.4456953748,nan,0.0010317040,29.8644486485,nan,nan,nan,nan,nan,nan,nan
76,36.8421052632,0.3878400839,nan,0.0021483260,26.6789982065,nan,nan,nan,nan,nan,nan,nan
77,36.8421052632,0.6087901656,nan,0.0000731211,41.3595708713,nan,nan,nan,nan,nan,nan,nan
78,36.8421052632,0.5453882183,nan,0.0002265995,36.4474111664,nan,nan,nan,nan,nan,nan,nan
79,36.8421052632,0.3005194399,nan,0.0053141673,22.7456477846,nan,nan,nan,nan,nan,nan,nan
80,36.8421052632,0.8947747877,nan,0.0000000868,70.6128596461,nan,nan,nan,nan,nan,nan,nan
81,36.8421052632,0.4437165810,nan,0.0010597842,29.7478255453,nan,nan,nan,nan,nan,nan,nan
82,36.8421052632,0.3110304677,nan,0.0048263965,23.1637700485,nan,nan,nan,nan,nan,nan,nan
83,36.8421052632,0.4438068277,nan,0.0010584900,29.7531325127,nan,nan,nan,nan,nan,nan,nan
84,36.8421052632,0.5925860672,nan,0.0000988500,40.0502316310,nan,nan,nan,nan,nan,nan,nan
85,36.8421052632,0.3107831344,nan,0.0048375360,23.1537579343,nan,nan,nan,nan,nan,nan,nan
86,36.8421052632,0.2268089792,nan,0.0094724699,20.2353676779,nan,nan,nan,nan,nan,nan,nan
87,36.8421052632,0.2904430220,nan,0.0058090295,22.3589641933,nan,nan,nan,nan,nan,nan,nan
88,36.8421052632,0.5996062915,nan,0.0000868373,40.6129356245,nan,nan,nan,nan,nan,nan,nan
89,36.8421052632,0.7568312100,nan,0.0000031296,55.0450598688,nan,nan,nan,nan,nan,nan,nan
90,36.8421052632,0.7077357479,nan,0.0000096356,50.1612034697,nan,nan,nan,nan,nan,nan,nan
91,36.8421052632,0.4786276877,nan,0.0006478256,31.8854189381,nan,nan,nan,nan,nan,nan,nan
92,36.8421052632,0.3268358751,nan,0.0041486550,23.8209267584,nan,nan,nan,nan,nan,nan,nan
93,36.8421052632,0.3042887243,nan,0.0051358781,22.8938529611,nan,nan,nan,nan,nan,nan,nan
94,36.8421052632,0.4475604098,nan,0.0010058041,29.9748658257,nan,nan,nan,nan,nan,nan,nan
95,36.8421052632,0.3489750164,nan,0.0033120863,24.7989835205,nan,nan,nan,nan,nan,nan,nan
96,36.8421052632,0.3702473219,nan,0.0026289367,25.8021986765,nan,nan,nan,nan,nan,nan,nan
97,36.8421052632,0.0676217000,nan,0.0186750776,17.2873758560,nan,nan,nan,nan,nan,nan,nan
98,36.8421052632,0.4326268635,nan,0.0012290481,29.1043113589,nan,nan,nan,nan,nan,nan,nan
99,36.8421052632,0.0664292376,nan,0.0187165975,17.2777309891,nan,nan,nan,nan,nan,nan,nan
100,36.8421052632,0.3805098753,nan,0.0023396561,26.3084796805,nan,nan,nan,nan,nan,nan,nan
101,36.8421052632,0.3263190861,nan,0.0041697508,23.7988990093,nan,nan,nan,nan,nan,nan,nan
102,36.8421052632,0.6757865151,nan,0.0000191985,47.1673378503,nan,nan,nan,nan,nan,nan,nan
103,36.8421052632,0.2066283199,nan,0.0107745507,19.6760083270,nan,nan,nan,nan,nan,nan,nan
104,36.8421052632,0.2897778669,nan,0.0058426173,22.3339255735,nan,nan,nan,nan,nan,nan,nan
105,36.8421052632,0.5228852052,nan,0.0003281008,34.8399264511,nan,nan,nan,nan,nan,nan,nan
106,36.8421052632,0.1714708049,nan,0.0130869223,18.8316247631,nan,nan,nan,nan,nan,nan,nan
107,36.8421052632,0.1482534085,nan,0.0145746692,18.3640129300,nan,nan,nan,nan,nan,nan,nan
108,36.8421052632,0.4627366623,nan,0.0008144495,30.8913585065,nan,nan,nan,nan,nan,nan,nan
109,36.8421052632,0.1647774510,nan,0.0135222782,18.6895013237,nan,nan,nan,nan,nan,nan,nan
110,36.8421052632,0.2733322587,nan,0.0067081059,21.7340008744,nan,nan,nan,nan,nan,nan,nan
111,36.8421052632,0.3346993728,nan,0.0038365266,24.1606178542,nan,nan,nan,nan,nan,nan,nan
112,36.8421052632,0.4200044547,nan,0.0014478901,28.3926439546,nan,nan,nan,nan,nan,nan,nan
113,36.8421052632,0.4180204303,nan,0.0014849804,28.2827926949,nan,nan,nan,nan,nan,nan,nan
114,36.8421052632,0.3542011260,nan,0.0031335162,25.0396804942,nan,nan,nan,nan,nan,nan,nan
115,36.8421052632,0.5144369602,nan,0.0003754246,34.2547724998,nan,nan,nan,nan,nan,nan,nan
116,36.8421052632,0.3118708462,nan,0.0047886696,23.1978512474,nan,nan,nan,nan,nan,nan,nan
117,36.8421052632,0.3504269081,nan,0.0032617629,24.8654760837,nan,nan,nan,nan,nan,nan,nan
118,36.8421052632,0.1104546361,nan,0.0167712359,17.7543493194,nan,nan,nan,nan,nan,nan,nan
119,36.8421052632,0.5981288118,nan,0.0000892497,40.4939307886,nan,nan,nan,nan,nan,nan,nan
120,36.8421052632,0.3376422721,nan,0.0037239798,24.2899268848,nan,nan,nan,nan,nan,nan,nan
121,36.8421052632,0.6132570469,nan,0.0000671888,41.7270282348,nan,nan,nan,nan,nan,nan,nan
122,36.8421052632,0.3335245140,nan,0.0038821051,24.1093271186,nan,nan,nan,nan,nan,nan,nan
123,36.8421052632,0.4119343057,nan,0.0016035328,27.9492215933,nan,nan,nan,nan,nan,nan,nan
124,36.8421052632,0.4726246849,nan,0.0007070071,31.5057620979,nan,nan,nan,nan,nan,nan,nan
125,36.8421052632,0.3185477939,nan,0.0044956625,23.4720630191,nan,nan,nan,nan,nan,nan,nan
126,36.8421052632,0.3940815402,nan,0.0019951085,27.0003347736,nan,nan,nan,nan,nan,nan,nan
127,36.8421052632,0.2752221040,nan,0.0066053045,21.8010715960,nan,nan,nan,nan,nan,nan,nan
128,36.8421052632,0.3788232277,nan,0.0023854621,26.2242748558,nan,nan,nan,nan,nan,nan,nan
129,36.8421052632,0.2662222833,nan,0.0071022994,21.4860102237,nan,nan,nan,nan,nan,nan,nan
130,36.8421052632,0.1236775479,nan,0.0160458149,17.9463822169,nan,nan,nan,nan,nan,nan,nan
131,36.8421052632,0.5720900146,nan,0.0001429833,38.4471454328,nan,nan,nan,nan,nan,nan,nan
132,36.8421052632,0.1405316001,nan,0.0150513253,18.2242525760,nan,nan,nan,nan,nan,nan,nan
133,36.8421052632,0.3572085143,nan,0.0030339658,25.1798932341,nan,nan,nan,nan,nan,nan,nan
134,36.8421052632,0.0679105067,nan,0.0186649191,17.2897388759,nan,nan,nan,nan,nan,nan,nan
135,36.8421052632,0.3033882710,nan,0.0051781287,22.8582716077,nan,nan,nan,nan,nan,nan,nan
136,36.8421052632,0.3477475345,nan,0.0033550622,24.7429942921,nan,nan,nan,nan,nan,nan,nan
137,36.8421052632,0.0907562347,nan,0.0177405711,17.5103240334,nan,nan,nan,nan,nan,nan,nan
138,36.8421052632,0.1037240308,nan,0.0171185586,17.6653280724,nan,nan,nan,nan,nan,nan,nan
139,36.8421052632,0.5551959394,nan,0.0001918549,37.1702718722,nan,nan,nan,nan,nan,nan,nan
140,36.8421052632,0.2371252408,nan,0.0088258052,20.5424566021,nan,nan,nan,nan,nan,nan,nan
141,36.8421052632,0.5931337219,nan,0.0000978616,40.0938786245,nan,nan,nan,nan,nan,nan,nan
142,36.8421052632,0.5100360707,nan,0.0004023543,33.9539136988,nan,nan,nan,nan,nan,nan,nan
143,36.8421052632,0.6944861525,nan,0.0000128765,48.9020108842,nan,nan,nan,nan,nan,nan,nan
144,36.8421052632,0.1227165176,nan,0.0161003097,17.9316577127,nan,nan,nan,nan,nan,nan,nan
145,36.8421052632,0.6105099440,nan,0.0000707830,41.5007105799,nan,nan,nan,nan,nan,nan,nan
146,36.8421052632,0.4799830613,nan,0.0006350626,31.9718348778,nan,nan,nan,nan,nan,nan,nan
147,36.8421052632,0.1583647398,nan,0.0139350919,18.5589016375,nan,nan,nan,nan,nan,nan,nan
148,36.8421052632,0.3044763974,nan,0.0051270992,22.9012827904,nan,nan,nan,nan,nan,nan,nan
149,36.8421052632,0.1732614450,nan,0.0129698404,18.8706536936,nan,nan,nan,nan,nan,nan,nan
150,36.8421052632,0.9333104237,nan,0.0000000285,75.4505398001,nan,nan,nan,nan,nan,nan,nan
151,36.8421052632,0.3251250695,nan,0.0042187668,23.7481448255,nan,nan,nan,nan,nan,nan,nan
152,36.8421052632,0.5243271412,nan,0.0003205679,34.9407993664,nan,nan,nan,nan,nan,nan,nan
153,36.8421052632,0.1445454970,nan,0.0148049763,18.2959228365,nan,nan,nan,nan,nan,nan,nan
154,36.8421052632,0.2316758327,nan,0.0091654636,20.3784556278,nan,nan,nan,nan,nan,nan,nan
155,36.8421052632,0.7450005299,nan,0.0000041336,53.8367461835,nan,nan,nan,nan,nan,nan,nan
156,36.8421052632,0.4941931939,nan,0.0005136541,32.8932925854,nan,nan,nan,nan,nan,nan,nan
157,36.8421052632,0.3123341215,nan,0.0047679529,23.2166804521,nan,nan,nan,nan,nan,nan,nan
158,36.8421052632,0.2733873585,nan,0.0067050968,21.7359495084,nan,nan,nan,nan,nan,nan,nan
159,36.8421052632,0.2417948799,nan,0.0085385169,20.6861755532,nan,nan,nan,nan,nan,nan,nan
160,36.8421052632,0.2631264889,nan,0.0072775066,21.3801739247,nan,nan,nan,nan,nan,nan,nan
161,36.8421052632,0.2825171607,nan,0.0062165216,22.0645255180,nan,nan,nan,nan,nan,nan,nan
162,36.8421052632,0.4033321977,nan,0.0017838132,27.4865063214,nan,nan,nan,nan,nan,nan,nan
163,36.8421052632,0.6256377515,nan,0.0000529634,42.7602395664,nan,nan,nan,nan,nan,nan,nan
164,36.8421052632,0.8114970504,nan,0.0000008151,60.8880863049,nan,nan,nan,nan,nan,nan,nan
165,36.8421052632,0.2007632668,nan,0.0111591658,19.5236826826,nan,nan,nan,nan,nan,nan,nan
166,36.8421052632,0.0513383833,nan,0.0191815184,17.1711701634,nan,nan,nan,nan,nan,nan,nan
167,36.8421052632,0.5528842737,nan,0.0001995870,36.9986766449,nan,nan,nan,nan,nan,nan,nan
168,36.8421052632,0.4462267755,nan,0.0010242689,29.8958602948,nan,nan,nan,nan,nan,nan,nan
169,36.8421052632,0.4739833061,nan,0.0006932267,31.5912471271,nan,nan,nan,nan,nan,nan,nan
170,36.8421052632,0.1245027489,nan,0.0159988151,17.9591218163,nan,nan,nan,nan,nan,nan,nan
171,36.8421052632,0.0581635244,nan,0.0189853419,17.2158157766,nan,nan,nan,nan,nan,nan,nan
172,36.8421052632,0.2293612244,nan,0.0093110629,20.3100073951,nan,nan,nan,nan,nan,nan,nan
173,36.8421052632,0.2922544351,nan,0.0057181333,22.4274572136,nan,nan,nan,nan,nan,nan,nan
174,36.8421052632,0.3422152837,nan,0.0035536773,24.4932200868,nan,nan,nan,nan,nan,nan,nan
175,36.8421052632,0.3555644410,nan,0.0030880990,25.1030878371,nan,nan,nan,nan,nan,nan,nan
