sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,20.0000000000,0.0488712365,nan,0.1448480667,8.3908729705,nan,nan,nan,nan,nan,nan,nan
1,20.0000000000,0.1016541253,nan,0.1282671707,8.9188448486,nan,nan,nan,nan,nan,nan,nan
2,20.0000000000,0.2417531853,nan,0.0389083432,14.0995726144,nan,nan,nan,nan,nan,nan,nan
3,20.0000000000,0.1193248861,nan,0.1192044096,9.2370767890,nan,nan,nan,nan,nan,nan,nan
4,20.0000000000,0.1506239728,nan,0.0997508531,10.0108338134,nan,nan,nan,nan,nan,nan,nan
5,20.0000000000,0.0620709402,nan,0.1421955706,8.4711393159,nan,nan,nan,nan,nan,nan,nan
6,20.0000000000,0.0499879512,nan,0.1446597712,8.3965222627,nan,nan,nan,nan,nan,nan,nan
7,20.0000000000,0.2209829782,nan,0.0512834453,12.9002280558,nan,nan,nan,nan,nan,nan,nan
8,20.0000000000,0.2124042349,nan,0.0568379771,12.4536138763,nan,nan,nan,nan,nan,nan,nan
9,20.0000000000,0.1345892089,nan,0.1101747982,9.5791773611,nan,nan,nan,nan,nan,nan,nan
10,20.0000000000,0.1327089592,nan,0.1113395406,9.5335057481,nan,nan,nan,nan,nan,nan,nan
11,20.0000000000,0.1294036884,nan,0.1133532096,9.4556617829,nan,nan,nan,nan,nan,nan,nan
12,20.0000000000,0.1971563153,nan,0.0671826741,11.7274271347,nan,nan,nan,nan,nan,nan,nan
13,20.0000000000,0.2745089001,nan,0.0231838949,16.3481360105,nan,nan,nan,nan,nan,nan,nan
14,20.0000000000,0.2274541323,nan,0.0472525489,13.2557475960,nan,nan,nan,nan,nan,nan,nan
15,20.0000000000,0.1576629577,nan,0.0949516109,10.2249766272,nan,nan,nan,nan,nan,nan,nan
16,20.0000000000,0.2384571003,nan,0.0407582420,13.8978455625,nan,nan,nan,nan,nan,nan,nan
17,20.0000000000,0.0956196185,nan,0.1309768280,8.8280553154,nan,nan,nan,nan,nan,nan,nan
18,20.0000000000,0.1472779882,nan,0.1019905041,9.9144026166,nan,nan,nan,nan,nan,nan,nan
19,20.0000000000,0.0934205433,nan,0.1319129530,8.7971255755,nan,nan,nan,nan,nan,nan,nan
20,20.0000000000,0.1533857769,nan,0.0978809623,10.0930176948,nan,nan,nan,nan,nan,nan,nan
21,20.0000000000,0.0407946154,nan,0.1460224959,8.3558023275,nan,nan,nan,nan,nan,nan,nan
22,20.0000000000,0.1921433934,nan,0.0706791397,11.5070874518,nan,nan,nan,nan,nan,nan,nan
23,20.0000000000,0.1882909586,nan,0.0733871443,11.3438001148,nan,nan,nan,nan,nan,nan,nan
24,20.0000000000,0.2612441801,nan,0.0289517899,15.3832458175,nan,nan,nan,nan,nan,nan,nan
25,20.0000000000,0.1365184990,nan,0.1089657969,9.6270980084,nan,nan,nan,nan,nan,nan,nan
26,20.0000000000,0.1070473467,nan,0.1256747484,9.0075197562,nan,nan,nan,nan,nan,nan,nan
27,20.0000000000,0.0396876935,nan,0.1461586801,8.3517538768,nan,nan,nan,nan,nan,nan,nan
28,20.0000000000,0.3187243628,nan,0.0097092098,20.1281611246,nan,nan,nan,nan,nan,nan,nan
29,20.0000000000,0.1404984685,nan,0.1064295690,9.7293769677,nan,nan,nan,nan,nan,nan,nan
30,20.0000000000,0.0913077047,nan,0.1327861908,8.7684708726,nan,nan,nan,nan,nan,nan,nan
31,20.0000000000,0.0285456003,nan,0.1472237960,8.3202198852,nan,nan,nan,nan,nan,nan,nan
32,20.0000000000,0.1127611063,nan,0.1227588570,9.1094716381,nan,nan,nan,nan,nan,nan,nan
33,20.0000000000,0.1941772145,nan,0.0692563470,11.5954041948,nan,nan,nan,nan,nan,nan,nan
34,20.0000000000,0.2364679155,nan,0.0418966138,13.7782107693,nan,nan,nan,nan,nan,nan,nan
35,20.0000000000,0.1018666502,nan,0.1281680277,8.9222029886,nan,nan,nan,nan,nan,nan,nan
36,20.0000000000,0.1744035539,nan,0.0832190783,10.7977709874,nan,nan,nan,nan,nan,nan,nan
