sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,20.0000000000,0.0397081172,nan,0.1461562196,8.3518269881,nan,nan,nan,nan,nan,nan,nan
1,20.0000000000,0.0429283104,nan,0.1457435005,8.3641080358,nan,nan,nan,nan,nan,nan,nan
2,20.0000000000,0.0153991596,nan,0.1478612621,8.3014559103,nan,nan,nan,nan,nan,nan,nan
3,20.0000000000,0.0182044491,nan,0.1477731119,8.3040458086,nan,nan,nan,nan,nan,nan,nan
4,20.0000000000,0.0329475329,nan,0.1468669705,8.3307586330,nan,nan,nan,nan,nan,nan,nan
5,20.0000000000,0.0608511930,nan,0.1424807348,8.4624385373,nan,nan,nan,nan,nan,nan,nan
6,20.0000000000,0.0513514782,nan,0.1444210458,8.4036951444,nan,nan,nan,nan,nan,nan,nan
7,20.0000000000,0.0090374431,nan,0.1479834151,8.2978695441,nan,nan,nan,nan,nan,nan,nan
8,20.0000000000,0.0286718053,nan,0.1472146613,8.3204893585,nan,nan,nan,nan,nan,nan,nan
9,20.0000000000,0.0246028501,nan,0.1474782653,8.3127197952,nan,nan,nan,nan,nan,nan,nan
10,20.0000000000,0.0293345362,nan,0.1471656540,8.3219353510,nan,nan,nan,nan,nan,nan,nan
11,20.0000000000,0.0272401155,nan,0.1473146232,8.3175414076,nan,nan,nan,nan,nan,nan,nan
12,20.0000000000,0.0270003323,nan,0.1473305872,8.3170708022,nan,nan,nan,nan,nan,nan,nan
13,20.0000000000,0.0443523077,nan,0.1455450074,8.3700268737,nan,nan,nan,nan,nan,nan,nan
14,20.0000000000,0.0191814572,nan,0.1477368365,8.3051120490,nan,nan,nan,nan,nan,nan,nan
15,20.0000000000,0.0460075511,nan,0.1453016779,8.3772937053,nan,nan,nan,nan,nan,nan,nan
16,20.0000000000,0.0611760878,nan,0.1424055938,8.4647295098,nan,nan,nan,nan,nan,nan,nan
17,20.0000000000,0.0220542563,nan,0.1476123278,8.3087737104,nan,nan,nan,nan,nan,nan,nan
18,20.0000000000,0.0296415854,nan,0.1471423530,8.3226230336,nan,nan,nan,nan,nan,nan,nan
19,20.0000000000,0.0142150139,nan,0.1478917338,8.3005609967,nan,nan,nan,nan,nan,nan,nan
20,20.0000000000,0.0579055490,nan,0.1431351510,8.4425369956,nan,nan,nan,nan,nan,nan,nan
21,20.0000000000,0.0841997147,nan,0.1355335924,8.6795305037,nan,nan,nan,nan,nan,nan,nan
22,20.0000000000,0.0592148877,nan,0.1428502126,8.4511910908,nan,nan,nan,nan,nan,nan,nan
23,20.0000000000,0.0543521599,nan,0.1438610593,8.4205674615,nan,nan,nan,nan,nan,nan,nan
24,20.0000000000,0.0596608453,nan,0.1427509942,8.4542085846,nan,nan,nan,nan,nan,nan,nan
25,20.0000000000,0.0431190313,nan,0.1457174914,8.3648831394,nan,nan,nan,nan,nan,nan,nan
26,20.0000000000,0.0560907888,nan,0.1435144775,8.4310428579,nan,nan,nan,nan,nan,nan,nan
27,20.0000000000,0.0695490233,nan,0.1402624810,8.5305848359,nan,nan,nan,nan,nan,nan,nan
28,20.0000000000,0.0572483653,nan,0.1432746027,8.4383078706,nan,nan,nan,nan,nan,nan,nan
29,20.0000000000,0.0480778041,nan,0.1449779385,8.3869807987,nan,nan,nan,nan,nan,nan,nan
30,20.0000000000,0.0144996155,nan,0.1478847590,8.3007658220,nan,nan,nan,nan,nan,nan,nan
31,20.0000000000,0.0513728599,nan,0.1444172246,8.4038100544,nan,nan,nan,nan,nan,nan,nan
32,20.0000000000,0.0568373677,nan,0.1433606095,8.4357016120,nan,nan,nan,nan,nan,nan,nan
33,20.0000000000,0.0707177112,nan,0.1399313116,8.5408509517,nan,nan,nan,nan,nan,nan,nan
34,20.0000000000,0.0305246562,nan,0.1470732136,8.3246641800,nan,nan,nan,nan,nan,nan,nan
35,20.0000000000,0.0155965637,nan,0.1478558055,8.3016161848,nan,nan,nan,nan,nan,nan,nan
36,20.0000000000,0.0316195291,nan,0.1469830517,8.3273273981,nan,nan,nan,nan,nan,nan,nan
37,20.0000000000,0.0211518272,nan,0.1476543879,8.3075364244,nan,nan,nan,nan,nan,nan,nan
38,20.0000000000,0.0550011489,nan,0.1437336030,8.4244168761,nan,nan,nan,nan,nan,nan,nan
39,20.0000000000,0.0754059202,nan,0.1385228776,8.5847849529,nan,nan,nan,nan,nan,nan,nan
40,20.0000000000,0.0662349055,nan,0.1411586718,8.5029243655,nan,nan,nan,nan,nan,nan,nan
41,20.0000000000,0.0192734248,nan,0.1477332674,8.3052169694,nan,nan,nan,nan,nan,nan,nan
42,20.0000000000,0.0225937555,nan,0.1475858540,8.3095526743,nan,nan,nan,nan,nan,nan,nan
43,20.0000000000,0.0285077620,nan,0.1472265225,8.3201394577,nan,nan,nan,nan,nan,nan,nan
44,20.0000000000,0.0535294065,nan,0.1440193824,8.4157905593,nan,nan,nan,nan,nan,nan,nan
45,20.0000000000,0.0609868317,nan,0.1424494365,8.4633926444,nan,nan,nan,nan,nan,nan,nan
46,20.0000000000,0.0581641844,nan,0.1430796176,8.4442222927,nan,nan,nan,nan,nan,nan,nan
47,20.0000000000,0.0186505754,nan,0.1477569174,8.3045217814,nan,nan,nan,nan,nan,nan,nan
