sample_id,distance_km,r_i,eta_point_i,T_i,loss_total_db_i,chi_line_i,chi_tot_i,X_tot_i,I_AB_i,chi_BE_i,SKR_i,SKR_clipped_i
0,19.0000000000,0.0567359618,nan,0.0303491536,15.1785341594,nan,nan,nan,nan,nan,nan,nan
1,19.0000000000,0.0549546629,nan,0.0303658178,15.1761501862,nan,nan,nan,nan,nan,nan,nan
2,19.0000000000,0.0337072444,nan,0.0305240594,15.1535771048,nan,nan,nan,nan,nan,nan,nan
3,19.0000000000,0.0317182913,nan,0.0305350205,15.1520178429,nan,nan,nan,nan,nan,nan,nan
4,19.0000000000,0.0577336897,nan,0.0303395917,15.1799026768,nan,nan,nan,nan,nan,nan,nan
5,19.0000000000,0.0328818288,nan,0.0305286886,15.1529185031,nan,nan,nan,nan,nan,nan,nan
6,19.0000000000,0.0384093740,nan,0.0304955142,15.1576403901,nan,nan,nan,nan,nan,nan,nan
7,19.0000000000,0.0641683787,nan,0.0302740010,15.1893017838,nan,nan,nan,nan,nan,nan,nan
8,19.0000000000,0.0580600398,nan,0.0303364286,15.1803554876,nan,nan,nan,nan,nan,nan,nan
9,19.0000000000,0.0652866170,nan,0.0302619118,15.1910363911,nan,nan,nan,nan,nan,nan,nan
10,19.0000000000,0.1023910918,nan,0.0297468731,15.2655867854,nan,nan,nan,nan,nan,nan,nan
11,19.0000000000,0.0607823793,nan,0.0303093611,15.1842321832,nan,nan,nan,nan,nan,nan,nan
12,19.0000000000,0.0930840747,nan,0.0298965650,15.2437870816,nan,nan,nan,nan,nan,nan,nan
13,19.0000000000,0.0999824656,nan,0.0297869064,15.2597459940,nan,nan,nan,nan,nan,nan,nan
14,19.0000000000,0.0743718697,nan,0.0301561559,15.2062402018,nan,nan,nan,nan,nan,nan,nan
15,19.0000000000,0.0651862206,nan,0.0302630055,15.1908794322,nan,nan,nan,nan,nan,nan,nan
16,19.0000000000,0.0220962667,nan,0.0305786758,15.1458132503,nan,nan,nan,nan,nan,nan,nan
17,19.0000000000,0.0756657932,nan,0.0301400074,15.2085664555,nan,nan,nan,nan,nan,nan,nan
18,19.0000000000,0.0574470172,nan,0.0303423559,15.1795070246,nan,nan,nan,nan,nan,nan,nan
